,1385_at,31622_f_at,32821_at,33328_at,33919_at,34375_at,34407_at,35766_at,36130_f_at,37032_at,37157_at,38637_at,38722_at,39081_at,39182_at,39409_at,39594_f_at,39640_at,40087_at,40103_at,40445_at,40567_at,40767_at,40848_g_at,41139_at,41165_g_at,41176_at,41177_at,41209_at,41402_at,41423_at,41424_at,41454_at,41504_s_at,41745_at,41771_g_at,41772_at,41792_at,41827_f_at,575_s_at,657_at,677_s_at,700_s_at,715_s_at,767_at,870_f_at,927_s_at,973_at,988_at,632_at,179_at
59,20.0,542.5,256.5,178.6,20.0,20.0,582.6,20.0,728.8,491.4,65.6,129.6,20.0,463.8,20.0,20.0,478.0,221.1,86.9,749.0,166.0,20.0,200.3,219.6,374.9,940.6,20.0,20.0,240.6,251.4,20.0,148.5,129.0,378.0,20.0,384.4,224.4,127.8,5070.6,510.8,396.2,20.0,2316.3,213.4,269.0,1127.3,1047.4,20.0,54.8,20.0,287.7
60,428.9,20.0,73.3,149.3,20.0,218.4,398.4,480.5,20.0,234.3,84.9,69.3,20.0,20.0,296.2,198.2,494.9,89.5,97.9,1144.5,171.0,202.3,94.6,97.3,389.1,20.0,624.6,1464.9,147.7,101.4,315.1,79.6,146.9,198.0,4355.3,358.3,152.1,112.2,20.0,607.8,406.9,80.0,1112.0,20.0,161.0,1253.1,601.5,183.2,123.7,20.0,20.0
61,548.5,590.3,41.5,105.4,365.2,174.5,363.5,516.2,20.0,150.2,61.2,111.2,20.0,265.4,233.6,214.7,573.5,124.8,117.8,1067.2,117.8,173.1,38.3,73.4,353.7,3438.6,528.2,1410.6,93.5,72.0,333.0,94.5,145.7,249.6,4203.3,273.8,135.3,125.4,5513.4,722.9,418.2,104.7,671.6,20.0,85.1,862.3,492.4,165.5,118.4,20.0,288.7
62,133.7,601.3,33.1,104.5,217.8,266.9,472.3,344.2,927.4,697.1,86.6,106.9,469.3,377.7,305.2,20.0,526.5,265.7,138.0,750.5,20.0,187.9,273.0,218.7,330.9,2137.4,675.7,1075.6,196.8,20.0,20.0,20.0,113.7,273.1,20.0,20.0,390.7,119.8,5954.1,268.8,530.2,111.0,20.0,20.0,277.3,845.2,20.0,20.0,68.7,20.0,274.9
63,626.9,20.0,200.3,20.0,279.0,175.5,20.0,353.3,20.0,642.8,176.4,20.0,20.0,20.0,20.0,20.0,20.0,210.8,20.0,686.5,50.3,316.3,65.6,207.5,478.5,3752.9,291.0,583.1,87.8,47.7,336.2,55.8,223.5,400.3,3838.7,231.7,93.1,114.9,20.0,177.1,546.7,158.0,462.0,156.9,139.9,1195.1,248.4,164.5,33.9,20.0,275.8
64,407.5,20.0,20.0,142.2,340.6,111.3,20.0,675.0,755.1,20.0,78.1,20.0,20.0,20.0,224.2,362.6,20.0,278.4,26.2,1236.9,71.9,310.1,157.3,120.8,20.0,20.0,291.6,629.3,35.2,244.9,20.0,264.1,196.5,153.8,3324.1,507.6,314.1,106.5,861.0,677.4,488.7,125.0,2021.6,128.2,79.6,1097.2,979.9,20.0,28.0,20.0,20.0
65,436.9,606.6,177.6,131.8,142.2,252.0,347.4,782.2,859.6,176.8,159.9,115.8,20.0,236.1,20.0,340.9,431.5,260.7,103.5,1081.4,188.0,287.2,31.3,230.6,309.4,3438.8,818.5,20.0,109.1,128.4,275.4,235.4,199.0,313.2,3517.3,258.8,58.8,133.1,20.0,660.1,307.4,222.4,1618.6,291.6,180.2,1003.7,826.0,206.7,155.7,20.0,139.5
66,20.0,587.6,20.0,150.5,124.0,20.0,20.0,20.0,866.0,472.9,57.8,195.1,20.0,20.0,20.0,362.6,618.6,193.7,32.2,1484.4,20.0,20.0,75.0,20.0,228.3,1019.8,125.5,348.0,82.2,45.9,191.8,28.4,311.4,351.6,4823.4,170.3,42.2,98.7,5460.5,20.0,325.0,206.5,619.6,113.4,451.8,875.8,388.3,151.0,20.0,20.0,116.9
67,85.6,20.0,82.2,146.6,20.0,177.6,290.4,1006.0,488.7,111.3,144.8,177.4,429.1,280.7,68.6,259.6,445.0,217.9,20.0,1432.0,20.0,20.0,207.5,186.7,20.0,321.0,607.7,1378.0,77.7,154.3,275.6,303.7,114.7,204.2,20.0,832.6,316.4,135.8,1071.9,694.3,248.1,100.7,20.0,20.0,247.6,651.2,20.0,158.4,92.7,20.0,229.3
68,328.7,338.6,309.2,130.9,20.0,190.0,587.8,725.1,603.7,185.0,109.5,137.3,556.3,459.9,247.3,20.0,530.1,217.6,162.9,1281.8,178.8,495.5,117.9,244.0,428.1,20.0,20.0,20.0,85.4,72.5,322.4,279.9,256.3,351.5,2658.1,310.8,122.4,84.1,3682.7,567.1,244.4,324.1,1638.8,291.1,57.7,545.5,702.9,121.4,89.1,20.0,147.8
69,250.5,94.4,168.7,183.9,129.3,130.6,396.1,901.7,345.1,20.0,101.0,158.9,524.0,312.9,177.1,20.0,383.3,243.6,20.0,813.7,174.2,20.0,163.0,159.6,20.0,584.1,349.2,718.4,196.6,221.1,20.0,90.6,164.0,390.7,2748.1,20.0,20.0,92.4,2096.7,20.0,391.4,109.5,1395.5,156.5,354.3,489.0,754.3,123.5,106.0,20.0,283.0
70,112.0,207.0,226.4,149.6,129.5,20.0,474.5,803.1,563.6,632.3,105.4,164.6,362.4,316.8,219.1,20.0,440.8,143.7,196.2,1192.3,196.8,495.1,314.3,211.1,359.4,3964.9,606.9,1325.7,137.5,249.3,268.3,199.9,283.5,469.1,3157.4,643.0,370.1,126.8,3540.9,477.8,274.4,92.9,20.0,306.2,449.5,592.6,20.0,99.4,57.4,20.0,108.6
71,175.5,441.5,20.0,152.0,103.8,160.0,401.5,471.7,1004.5,230.4,117.7,121.6,20.0,402.2,20.0,311.6,545.8,233.9,241.0,667.9,176.7,209.0,68.4,20.0,20.0,20.0,285.6,617.3,131.0,20.0,331.1,237.8,172.2,335.9,3881.6,751.9,446.7,106.1,5531.9,721.1,485.7,112.7,2063.1,183.0,69.3,729.2,886.3,68.3,76.6,20.0,221.3
72,20.0,598.2,237.2,172.9,110.9,20.0,479.2,20.0,967.9,20.0,251.1,142.2,20.0,20.0,20.0,20.0,539.2,284.4,20.4,1110.9,97.1,520.4,158.6,175.9,20.0,3223.5,264.4,495.9,87.2,79.8,271.0,95.8,268.1,20.0,4522.7,225.8,72.0,89.4,5783.3,410.6,292.5,225.5,1348.5,127.2,20.0,20.0,549.0,146.9,72.5,20.0,58.3
73,388.2,20.0,62.6,117.8,390.0,278.2,473.2,20.0,961.7,384.0,111.1,20.0,20.0,518.0,275.1,347.0,20.0,248.8,116.3,911.1,80.6,300.3,287.3,238.4,360.7,785.2,514.1,984.7,86.0,188.8,20.0,306.1,276.7,393.8,3198.6,735.3,441.0,71.9,2917.8,20.0,381.5,184.6,2119.5,141.9,137.9,1089.9,960.5,74.3,27.6,20.0,233.1
74,228.8,411.6,71.2,210.9,20.0,200.7,388.2,702.5,421.5,170.2,68.2,89.0,295.2,462.3,215.8,248.6,303.0,80.6,20.0,1492.3,20.0,430.7,357.6,210.4,357.9,1245.7,20.0,20.0,152.1,158.1,277.7,20.0,243.5,401.0,2249.7,333.0,106.2,60.5,2331.2,20.0,250.1,155.6,2054.6,313.5,261.7,656.0,1196.5,113.1,20.0,20.0,118.7
75,419.0,20.0,48.0,124.2,20.0,266.3,489.0,20.0,944.8,378.9,180.4,20.0,20.0,478.2,199.5,356.9,635.8,221.9,123.1,940.3,80.9,261.8,280.1,184.8,382.4,872.2,508.0,914.8,91.3,156.7,20.0,307.4,253.3,20.0,3373.2,726.7,467.9,96.8,3088.2,20.0,380.2,229.7,2230.4,133.6,114.6,1004.6,946.5,81.9,32.5,20.0,306.0
76,478.9,20.0,99.6,135.2,20.0,20.0,20.0,20.0,20.0,368.6,111.5,20.0,20.0,20.0,20.0,379.7,20.0,271.8,65.5,853.8,58.6,382.1,220.8,143.7,286.0,761.1,451.2,841.7,112.1,104.4,279.5,245.6,219.0,20.0,4666.8,513.5,266.9,109.1,4761.3,407.0,381.3,20.0,2101.9,231.4,177.1,20.0,937.6,189.3,28.9,20.0,272.5
77,394.2,20.0,70.3,122.8,400.1,274.5,496.4,20.0,958.8,367.8,132.0,20.0,20.0,497.3,281.5,385.2,526.2,313.1,152.4,986.5,88.9,273.5,266.9,235.1,432.0,889.2,598.1,1011.1,87.2,226.0,20.0,20.0,294.4,458.2,3022.5,784.8,449.3,70.6,2598.6,718.2,376.6,234.3,2240.3,164.7,158.1,1216.3,927.4,77.9,44.8,20.0,209.0
78,535.5,585.1,48.3,20.0,20.0,20.0,20.0,81.3,755.9,20.0,136.2,20.0,20.0,485.7,20.0,20.0,369.8,343.5,72.5,576.9,41.5,474.0,209.2,20.0,20.0,1230.1,188.9,377.3,147.7,93.9,20.0,85.2,156.1,20.0,3713.8,228.3,61.1,88.5,4928.5,128.4,20.0,317.7,401.8,150.3,20.0,334.1,215.2,20.0,28.0,20.0,108.4
79,338.3,20.0,68.0,199.2,20.0,20.0,542.3,417.0,20.0,409.7,92.0,20.0,571.8,20.0,292.7,20.0,20.0,251.3,29.0,1419.6,20.0,20.0,236.8,246.9,20.0,2248.7,429.4,950.4,230.0,87.3,268.3,228.9,95.5,466.7,2404.9,395.1,144.6,114.2,3009.8,632.3,462.7,309.5,2083.8,161.6,20.0,1135.2,1067.2,170.4,115.1,20.0,185.3
80,583.7,537.2,36.9,180.5,20.0,130.2,20.0,574.0,952.6,522.8,74.7,158.5,20.0,407.7,20.0,383.6,20.0,100.5,122.0,1476.5,113.4,20.0,319.6,20.0,20.0,502.3,763.9,1471.7,262.9,79.2,219.2,158.9,254.6,20.0,2574.2,453.3,176.3,45.3,2515.0,512.7,293.8,20.0,1308.5,297.9,255.0,731.0,606.6,137.7,123.3,20.0,119.6
81,20.0,20.0,72.1,129.9,20.0,20.0,411.9,609.6,987.6,519.0,94.8,119.4,373.8,20.0,20.0,374.9,20.0,92.6,20.0,984.8,48.2,462.9,231.0,142.0,280.6,2169.7,142.7,304.1,150.9,130.2,321.5,265.3,167.7,399.0,3718.8,315.9,107.1,131.6,4758.7,317.4,303.0,20.0,1580.2,190.2,20.0,20.0,832.5,103.1,39.8,20.0,177.5
82,20.0,554.0,78.6,163.5,299.1,20.0,372.6,421.0,770.9,338.6,77.8,80.2,508.0,20.0,20.0,369.9,20.0,204.3,20.0,962.5,56.3,419.7,246.4,139.8,266.3,1978.8,200.9,435.6,171.9,110.8,20.0,206.2,138.6,343.5,2964.3,349.9,127.3,111.8,3237.0,222.8,367.6,20.0,1638.5,198.9,20.0,1145.9,705.5,20.0,43.5,20.0,223.1
83,103.9,253.1,257.6,117.0,197.3,20.0,323.4,20.0,441.1,20.0,75.6,49.7,403.6,427.7,216.1,164.7,362.3,85.6,20.0,1286.4,20.0,430.3,67.8,20.0,20.0,1397.9,20.0,20.0,20.0,147.1,231.9,68.1,188.9,164.2,20.0,578.6,190.1,102.6,2822.1,585.2,394.8,108.8,2379.6,213.7,128.9,958.0,20.0,104.9,20.0,20.0,263.8
84,103.6,20.0,43.5,101.8,20.0,20.0,318.8,291.0,20.0,337.9,52.6,116.3,218.2,20.0,282.1,206.7,20.0,191.2,39.2,796.4,164.0,20.0,109.1,25.1,408.7,235.8,146.5,257.9,176.8,22.1,20.0,20.0,259.2,276.3,3217.3,128.5,34.5,20.0,943.7,232.8,385.9,103.3,268.6,189.0,288.2,20.0,315.8,109.3,20.0,20.0,311.3
85,482.4,333.1,67.3,211.7,20.0,20.0,20.0,717.4,576.8,703.2,93.0,20.0,20.0,282.5,20.0,20.0,580.0,150.5,59.6,626.5,160.5,20.0,389.0,20.0,20.0,1115.5,338.7,715.2,112.3,77.4,290.6,217.6,20.0,20.0,20.0,147.9,54.2,98.3,5229.9,184.6,367.0,299.3,20.0,258.0,293.7,441.5,20.0,106.8,72.4,20.0,259.5
86,412.8,457.1,124.5,96.4,20.0,141.0,253.3,860.4,831.3,413.3,44.1,45.4,227.8,326.8,20.0,330.7,653.3,24.7,182.2,1013.9,120.4,383.4,20.0,209.7,320.5,266.5,20.0,20.0,123.9,221.0,206.8,20.0,63.3,299.2,3831.9,20.0,20.0,89.9,2354.2,449.2,227.9,20.0,20.0,337.6,201.7,941.9,20.0,127.0,134.8,20.0,266.8
87,20.0,20.0,124.7,46.4,300.3,85.0,127.7,1120.5,685.5,725.7,59.8,107.6,323.2,326.8,20.0,92.4,499.3,88.3,42.8,917.4,94.9,313.1,20.0,70.5,382.2,312.1,20.0,20.0,50.7,232.9,226.7,196.3,194.1,141.4,2196.9,759.6,330.3,132.0,972.8,509.8,218.1,91.9,1305.5,130.3,20.0,1173.1,717.4,135.6,99.9,20.0,221.7
88,20.0,605.7,137.7,35.1,285.6,110.2,125.7,1017.8,775.1,760.0,69.2,51.7,275.2,448.6,20.0,114.3,20.0,59.9,25.1,867.1,57.7,344.3,20.0,76.4,324.8,480.2,20.0,20.0,37.5,100.1,153.1,242.4,202.3,159.8,2374.1,755.6,325.4,108.0,1350.5,460.5,189.7,118.8,1462.7,130.6,20.0,1021.8,580.8,86.0,59.3,20.0,137.6
89,504.0,550.1,89.2,82.4,307.9,98.8,105.6,859.5,683.5,569.8,110.9,57.8,292.0,322.6,20.0,66.5,478.1,159.1,47.0,777.2,84.2,317.7,20.0,72.2,432.9,286.3,20.0,20.0,71.6,166.9,161.8,184.4,207.0,209.4,1589.3,902.7,20.0,82.8,983.4,661.1,228.8,88.1,1163.0,135.9,20.0,825.1,535.3,96.3,89.9,20.0,101.3
90,504.6,20.0,20.0,120.5,181.0,126.8,20.0,1044.7,1033.4,391.5,40.3,70.2,20.0,20.0,20.0,20.0,390.3,183.7,48.9,1053.7,69.4,182.5,202.8,125.6,234.1,20.0,236.6,562.8,93.7,127.0,152.4,44.6,198.6,459.7,3463.0,226.4,77.4,100.3,20.0,332.4,135.1,267.6,1184.3,361.5,168.7,1274.3,719.4,112.0,48.7,20.0,144.3
91,20.0,20.0,20.0,93.5,387.9,155.5,20.0,20.0,20.0,715.1,49.1,20.0,463.9,20.0,260.5,303.0,20.0,91.7,43.9,1456.8,139.9,490.1,191.3,270.9,397.5,991.1,668.6,1440.4,59.2,50.3,224.7,112.4,20.0,368.9,20.0,124.4,35.1,105.3,3768.4,583.7,298.1,113.2,1036.3,235.1,23.5,20.0,669.2,97.0,99.7,20.0,20.0
92,297.3,239.3,20.0,87.7,20.0,100.8,486.4,1029.7,396.0,20.0,36.7,124.4,278.7,169.8,292.2,20.0,444.9,126.2,85.5,1301.8,20.0,223.7,50.3,166.1,20.0,2383.7,145.2,294.2,20.0,20.0,318.7,304.6,314.7,395.4,20.0,20.0,423.5,141.8,20.0,320.2,222.7,86.0,20.0,223.3,142.8,443.3,20.0,76.2,20.0,20.0,176.7
93,301.1,20.0,167.2,127.3,20.0,209.1,20.0,20.0,805.0,20.0,105.2,119.6,20.0,20.0,262.4,20.0,20.0,85.8,77.5,20.0,91.9,136.5,138.3,95.4,272.1,20.0,276.4,773.8,20.0,81.9,292.8,253.1,20.0,278.5,3939.3,182.0,47.6,127.9,20.0,517.0,251.0,70.6,1898.9,149.2,52.6,20.0,20.0,89.6,20.0,20.0,233.8
94,20.0,20.0,68.3,199.1,20.0,20.0,20.0,564.8,20.0,20.0,233.8,20.0,20.0,20.0,20.0,20.0,20.0,185.0,52.1,823.6,34.0,20.0,137.4,20.0,372.3,238.4,122.7,209.4,20.0,108.3,241.0,20.0,115.8,20.0,20.0,88.8,35.0,20.0,20.0,99.4,272.4,85.3,229.8,85.5,20.0,20.0,282.6,167.1,84.0,20.0,203.1
95,500.2,632.7,141.4,166.0,221.2,20.0,20.0,1124.8,1154.6,605.1,133.6,162.5,421.5,20.0,20.0,20.0,20.0,278.6,72.3,20.0,151.5,20.0,139.6,222.0,20.0,2629.6,20.0,20.0,56.0,209.6,147.4,20.0,251.9,373.6,3857.4,133.8,33.1,112.7,20.0,490.0,299.8,230.4,1456.0,349.1,395.8,20.0,691.6,20.0,149.9,20.0,230.8
96,20.0,590.2,332.8,232.6,286.3,20.0,20.0,20.0,740.7,592.3,66.1,160.2,418.9,474.5,296.7,20.0,484.9,123.3,28.9,1395.1,174.6,325.2,121.4,193.3,241.5,1234.6,165.6,368.3,90.5,82.5,287.6,20.0,20.0,278.0,20.0,203.2,50.3,20.0,20.0,622.8,430.8,58.6,207.0,193.0,20.0,1278.5,156.0,156.6,20.0,20.0,115.0
97,610.2,20.0,20.0,20.0,377.8,20.0,20.0,20.0,934.3,544.2,44.9,151.8,20.0,20.0,20.0,20.0,20.0,20.0,20.0,550.9,51.6,20.0,151.9,136.5,358.7,83.4,120.1,248.1,33.2,20.0,293.2,20.0,20.0,299.2,20.0,43.8,22.8,86.4,594.9,20.0,203.8,165.7,79.0,198.1,26.6,1221.6,54.7,106.1,20.0,20.0,226.2
98,20.0,20.0,155.7,168.2,370.7,187.3,311.3,20.0,20.0,536.1,120.5,20.0,534.0,20.0,123.3,20.0,20.0,346.9,27.0,1321.3,20.0,516.5,63.9,20.0,345.9,20.0,144.5,270.0,318.6,103.8,162.1,155.4,20.0,357.4,2597.0,279.3,145.4,142.5,86.0,20.0,378.6,140.9,228.8,121.9,146.8,20.0,340.2,135.3,129.4,20.0,252.3
99,20.0,20.0,187.3,152.1,292.3,145.8,433.8,20.0,20.0,402.6,104.6,201.0,548.4,20.0,250.1,288.2,20.0,262.7,59.0,1397.5,20.0,380.2,52.6,251.9,198.2,20.0,148.4,302.0,72.7,74.6,273.2,138.3,20.0,366.7,2481.2,254.2,89.0,114.8,23.7,20.0,396.9,176.3,512.6,87.1,153.1,20.0,322.9,147.4,143.9,20.0,284.2
100,617.2,410.7,20.0,213.8,346.4,96.7,354.2,884.8,862.2,179.6,73.7,20.0,20.0,309.5,198.9,351.3,480.5,71.8,47.4,709.0,156.6,20.0,236.4,262.1,442.5,287.7,467.6,857.0,52.3,20.0,183.4,20.0,20.0,418.7,2356.6,137.4,90.8,81.8,1834.0,566.6,342.2,60.4,1133.4,91.0,36.9,519.2,565.7,190.2,72.5,20.0,223.4
101,20.0,436.4,311.8,182.1,20.0,20.0,20.0,751.4,608.5,397.9,89.9,86.5,20.0,430.0,20.0,180.7,20.0,224.2,38.9,1409.8,77.1,520.0,20.0,160.3,20.0,168.9,526.6,1130.8,106.6,128.3,269.9,191.1,344.5,209.4,3300.1,482.2,181.0,122.0,845.0,118.3,283.8,133.1,1014.0,247.1,57.7,1296.8,564.5,104.3,32.9,20.0,224.8
102,20.0,20.0,108.8,211.3,20.0,152.5,431.1,524.4,882.0,546.7,111.6,20.0,20.0,436.7,20.0,428.2,497.4,69.3,28.0,20.0,40.7,20.0,20.0,20.0,20.0,3947.6,304.4,635.6,338.2,52.5,233.2,233.2,311.3,20.0,2509.2,265.5,151.7,63.7,2529.7,694.2,547.5,147.5,1630.8,177.7,362.0,1045.1,976.9,134.4,113.5,20.0,194.3
103,144.3,455.8,90.2,169.9,385.8,131.1,321.5,1199.7,542.6,84.5,93.7,124.8,346.6,434.8,165.8,235.3,480.5,199.2,20.0,839.0,225.0,443.1,39.6,68.5,340.5,1951.0,245.8,522.9,31.3,90.8,312.6,194.4,20.0,252.3,1006.9,200.1,94.0,106.6,3333.7,615.6,244.3,188.9,1888.6,99.4,78.6,924.7,786.4,103.0,26.1,20.0,278.6
104,203.1,411.6,73.1,124.6,367.4,108.4,478.0,20.0,599.4,149.8,70.8,91.6,388.6,489.7,203.0,261.5,502.5,88.4,86.8,1186.3,20.0,343.6,49.2,91.9,439.5,3272.7,390.6,790.6,32.0,63.9,20.0,223.8,297.2,272.5,1775.4,196.1,60.8,61.9,3718.7,368.4,249.1,208.3,2303.9,73.5,48.3,903.3,20.0,121.0,47.7,20.0,312.2
105,287.7,20.0,51.6,121.4,77.5,184.9,421.8,20.0,20.0,710.2,91.4,105.1,450.7,20.0,154.8,281.3,20.0,88.4,20.0,742.9,75.4,20.0,121.9,83.4,317.8,20.0,206.3,465.4,110.7,224.1,20.0,55.9,177.4,238.0,1824.9,131.4,44.5,20.0,20.0,587.0,328.2,182.6,350.3,84.0,81.5,20.0,273.1,88.9,86.6,20.0,235.7
106,20.0,20.0,129.8,20.0,20.0,71.3,20.0,20.0,20.0,304.1,158.6,20.0,20.0,20.0,20.0,20.0,20.0,117.7,20.0,954.6,97.1,428.8,156.1,20.0,275.0,1715.5,715.3,1293.4,313.1,58.2,277.3,229.3,188.3,20.0,2959.0,203.1,90.3,101.6,3513.2,578.2,399.9,158.0,873.7,176.3,165.2,20.0,463.3,118.8,31.5,20.0,299.1
107,281.5,20.0,20.0,20.0,375.2,20.0,398.0,577.9,20.0,20.0,90.6,20.0,20.0,20.0,288.8,20.0,20.0,318.6,20.0,20.0,20.0,20.0,118.8,159.3,20.0,1382.0,212.9,609.1,114.1,45.6,261.2,63.8,313.4,327.9,4433.8,245.7,71.7,94.4,5278.0,543.5,393.3,132.1,1167.6,112.7,20.0,20.0,722.6,20.0,32.7,20.0,88.3
108,489.1,314.8,176.7,20.0,140.1,20.0,20.0,515.4,549.6,20.0,74.1,209.3,533.2,20.0,303.0,20.0,632.8,132.1,20.0,688.7,20.0,20.0,89.6,173.4,336.1,3910.9,20.0,20.0,46.5,120.6,328.9,20.0,144.9,465.5,3014.1,812.4,232.3,115.0,5969.3,260.0,256.7,378.4,1653.3,181.1,188.0,881.1,1160.7,20.0,107.7,20.0,178.2
109,20.0,376.3,210.4,153.9,279.3,20.0,493.6,20.0,949.4,314.5,95.8,20.0,362.6,373.5,228.0,333.2,504.4,99.4,21.4,1072.3,20.0,20.0,106.9,20.0,271.3,1644.1,248.9,541.0,149.5,82.6,120.5,43.4,20.0,408.7,4598.1,526.2,205.0,20.0,2329.7,20.0,272.9,331.7,1013.6,145.2,108.9,962.4,537.7,20.0,20.0,20.0,214.2
110,421.1,343.8,29.9,131.2,20.0,20.0,20.0,207.3,982.2,101.4,93.0,65.2,469.5,158.4,20.0,20.0,583.8,108.3,20.0,791.5,115.8,273.2,134.9,75.1,364.1,3055.0,375.1,978.2,148.7,275.1,20.0,211.2,151.4,20.0,4824.0,20.0,356.8,121.1,20.0,133.6,353.8,203.4,20.0,260.4,20.0,1098.9,20.0,66.5,24.7,20.0,145.6
111,173.8,126.3,20.0,89.0,191.7,125.7,162.1,20.0,329.8,102.6,44.1,77.0,189.8,175.1,109.5,179.9,296.9,77.2,20.0,898.8,20.0,235.3,134.0,20.0,355.0,1213.0,104.5,248.7,57.7,85.6,293.9,20.0,20.0,305.5,2700.8,251.0,112.7,95.6,1071.9,20.0,278.9,77.3,884.0,136.4,87.7,473.3,462.0,58.6,20.0,20.0,20.0
112,554.7,436.6,75.8,20.0,20.0,212.2,505.5,675.0,680.7,233.8,109.2,134.2,424.3,360.8,20.0,20.0,412.9,180.7,138.4,1193.7,212.8,20.0,571.6,207.7,337.3,2674.8,549.6,1281.5,20.0,102.9,212.2,126.9,317.7,20.0,3634.5,534.7,260.4,89.1,5326.7,738.9,223.5,20.0,1322.6,140.7,20.0,884.6,1178.4,94.5,71.1,236.0,166.1
113,154.7,493.9,69.9,141.5,140.5,199.9,279.4,1090.3,587.4,20.0,70.2,124.0,396.7,300.5,214.3,20.0,479.5,55.8,189.5,20.0,83.7,413.3,77.2,141.3,506.9,902.3,434.6,923.6,147.8,20.0,316.3,20.0,271.6,324.9,3490.7,20.0,20.0,123.4,4902.2,483.1,217.8,269.3,20.0,156.4,218.8,878.5,20.0,123.6,39.8,20.0,134.0
114,20.0,20.0,304.5,20.0,361.0,20.0,338.1,991.9,20.0,737.9,99.7,20.0,453.7,20.0,103.1,20.0,20.0,220.5,62.2,1050.4,114.8,20.0,20.0,20.0,20.0,533.2,424.2,999.4,113.6,119.9,144.1,177.2,20.0,20.0,3422.9,291.9,105.4,80.9,857.3,517.7,210.6,20.0,189.6,62.0,67.4,20.0,476.4,143.8,154.9,20.0,42.6
115,325.1,585.9,155.5,186.8,20.0,20.0,20.0,1138.7,941.0,20.0,93.4,160.6,517.6,406.5,20.0,20.0,619.8,131.0,93.7,1342.2,72.9,376.1,228.4,174.0,474.0,4073.1,378.7,881.8,101.5,94.9,189.4,57.8,121.1,372.3,4802.4,554.8,224.2,124.5,3856.7,487.6,448.8,387.0,20.0,159.5,50.5,1005.7,1185.6,121.5,95.7,20.0,209.3
116,122.3,591.8,44.7,114.6,20.0,20.0,20.0,1168.0,775.4,20.0,48.2,63.0,244.0,20.0,130.0,115.8,473.3,132.1,20.0,20.0,20.0,272.6,187.8,73.4,420.0,1039.4,20.0,20.0,136.7,20.0,281.4,20.0,316.9,237.6,2102.4,20.0,20.0,96.0,609.9,611.7,245.7,127.6,20.0,191.2,207.1,787.2,20.0,20.0,28.7,20.0,222.4
117,158.9,100.2,20.0,178.3,200.8,195.0,415.3,785.7,375.0,503.0,111.3,101.7,332.0,277.5,168.5,231.1,450.7,91.9,224.4,1455.7,230.2,330.2,177.1,124.9,374.0,1416.9,826.5,1698.8,171.0,20.0,239.7,20.0,199.1,320.3,1763.3,20.0,20.0,20.0,3549.8,20.0,266.8,92.1,1235.0,352.2,272.7,633.0,839.2,128.5,128.4,20.0,168.2
118,192.3,603.4,20.0,213.7,304.4,127.9,406.5,961.8,668.2,428.0,157.8,149.3,434.4,441.9,64.9,281.4,507.6,268.7,172.6,902.2,20.0,20.0,279.9,167.0,20.0,235.4,285.5,687.3,20.0,25.7,20.0,20.0,275.2,290.6,1458.1,545.0,277.5,141.1,3142.6,20.0,378.1,124.4,20.0,133.1,51.2,982.7,20.0,110.6,123.6,20.0,220.6
